,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
20,,,,,TOTAL,8071.5,40357.5,,,
0,D1_45/18_1,0 -- 15,,RG,3~5,1052.4,5262.0,RG22511,,
1,,,,,,,,,,
2,D1_45/18_2,15 -- 28,RC,RG-RE,2~3,1020.1,5100.5,RG6175,,
3,,,,,,,,,,
4,D1_45/18_3,28 -- 40,RC,RG-RE,2~3,904.5,4522.5,RG22255,,
5,,,,,,,,,,
6,D1_45/18_4,40 -- 52,RC,RG-RE,2~3,945.4,4727.0,RG6175,,
7,,,,,,,,NI,,
8,D1_45/18_5,52 -- 63,RC,RG-RE,2~3,936.0,4680.0,RG6175,,
9,,,,,,,,,,
10,D1_45/18_6,63 -- 75,RC,RG-RE,2~3,951.5,4757.5,RG6175,,
11,,,,,,,,,,
12,D1_45/18_7,75 -- 81,RC,RG-RE,2~3,389.7,1948.5,RG6175,,
13,,,,,,,,,,
14,D1_45/18_8,81 -- 95,,RG,3~5,1033.8,5169.0,RG22511,,
15,,,,,,,,,,
16,,,,,TOTAL,7233.4,36167.0,,,
0,B1_48/18_1,0 -- 13,MZ,RG,3~5,956.2,4781.0,RG6322,,
1,,,,,,,,,,
2,B1_48/18_2,13 -- 23,RC,RG-RE,5~6,675.1,3375.5,RG22140,,
3,,,,,,,,,,
4,B1_48/18_3,23 -- 37,RC,RG-RE,2~3,1081.5,5407.5,RG6175,,
5,,,,,,,,,,
6,B1_48/18_4,37 -- 49,RC,RG-RE,2~3,937.5,4687.5,RG6175,,
7,,,,,,,,NI,,
8,B1_48/18_5,49 -- 61,RC,RG-RE,2~3,937.1,4685.5,RG6175,,
9,,,,,,,,,,
10,B1_48/18_6,61 -- 74,RC,RG-RE,2~3,1084.6,5423.0,RG6175,,
11,,,,,,,,,,
12,B1_48/18_7,74 -- 86,MC,RG-RE,14~16,785.2,3926.0,RG22193,,
13,,,,,,,,,,
14,B1_48/18_8,86 -- 99,MZ,RG,3~5,964.0,4820.0,RG6322,,
15,,,,,,,,,,
16,,,,,TOTAL,7421.2,37106.0,,,
0,B1_02/19_1,0 -- 16,,RG,9~15,1209.4,6047.0,RG22518,,
1,,,,,,,,B1_40/18_10,,
2,B1_02/19_2,16 -- 33,MZ,RG,35~50,1167.9,5839.5,RG6327,,
3,,,,,,,,,,
4,B1_02/19_3,33 -- 41,MZ,RG,50+,486.1,2430.5,RG6328,,
5,,,,,,,,,,
6,B1_02/19_4,41 -- 52,MZ,RG,2~3,793.0,3965.0,RG6321,,
7,,,,,,,,NI,,
8,B1_02/19_5,52 -- 63,,RG,15+,772.4,3862.0,RG22529,,
9,,,,,,,,,,
10,B1_02/19_6,63 -- 79,MZ,RG,25~35,1019.7,5098.5,RG6326,,
11,,,,,,,,,,
12,B1_02/19_7,79 -- 95,,RG,9~15,1208.1,6040.5,RG22518,,
13,,,,,,,,B1_40/18_1,,
14,,,,,,,,,,
15,,,,,TOTAL,6656.6,33283.0,,,
0,D1_04/19_1,0 -- 15,,PF-OV,14*10,1229.0,6145.0,PF15607,5124563.0,
1,,,,,,,,,,
2,D1_04/19_2,15 -- 20,NC,MX,MX,337.1,1685.5,C004053,,
3,,,,,,,,,,
4,D1_04/19_3,20 -- 28,NC,OV,14*10,601.8,3009.0,C004010,,
5,,,,,,,,,,
6,D1_04/19_4,28 -- 36,NC,RD,5,640.1,3200.5,C004031,,
7,,,,,,,,NI,,
8,D1_04/19_5,36 -- 46,NC,RD,6,821.1,4105.5,C004032,,
9,,,,,,,,,,
10,D1_04/19_6,46 -- 55,NC,OV,8*6,760.1,3800.5,C004023,,
11,,,,,,,,,,
12,D1_04/19_7,55 -- 64,NC,OT,8*6,800.6,4003.0,C004011,,
13,,,,,,,,,,
14,D1_04/19_8,64 -- 73,NC,OT,9*7,822.0,4110.0,C004012,,
15,,,,,,,,,,
16,D1_04/19_9,73 -- 83,NC,OT,9*7,800.0,4000.0,C004012,,
17,,,,,,,,,,
18,D1_04/19_10,83 -- 98,,PF-OV,14*10,1215.2,6076.0,PF15607,,
19,,,,,,,,,,
20,,,,,TOTAL,8027.0,40135.0,,,
0,B1_06/19_1,0 -- 13,MZ,RG,3~5,964.0,4820.0,RG6322,,
1,,,,,,,,B1_48/18_8,,
2,B1_06/19_2,13 -- 21,SC,OT,80+,515.8,2579.0,C0014069,,
3,,,,,,,,,,
4,B1_06/19_3,21 -- 29,SC,OT,80+,601.9,3009.5,C0014068,,
5,,,,,,,,,,
6,B1_06/19_4,29 -- 38,SC,MX,MX,753.3,3766.5,C0014048,,
7,,,,,,,,NI,,
8,B1_06/19_5,38 -- 45,SC,OV,11x9,543.3,2716.5,C0014051,,
9,,,,,,,,,,
10,B1_06/19_6,45 -- 54,SC,MX,25-50,705.1,3525.5,C0014072,,
11,,,,,,,,,,
12,B1_06/19_7,54 -- 63,SC,MX,25-50,692.2,3461.0,C0014070,,
13,,,,,,,,,,
14,B1_06/19_8,63 -- 72,SC,MX,MX,712.4,3562.0,C0014066,,
15,,,,,,,,,,
16,B1_06/19_9,72 -- 84,SC,MX,FREE,995.6,4978.0,C0014067,,
17,,,,,,,,,,
18,B1_06/19_10,84 -- 97,MZ,RG,3~5,956.2,4781.0,RG6322,,
19,,,,,,,,B1_48/18_1,,
20,,,,,TOTAL,7439.8,37199.0,,,
0,B1_11/19_1,0 -- 19,,PF-OT,80+,1385.4,6927.0,PF15613,,
1,,,,,,,,,,
2,B1_11/19_2,19 -- 30,MC,OT,11*9,884.7,4423.5,OT11X9MC,,
3,,,,,,,,,,
4,B1_11/19_3,30 -- 41,RC,RD,7,960.7,4803.5,RD9RC,,
5,,,,,,,,,,
6,B1_11/19_4,41 -- 56,RC,RD,5,1403.3,7016.5,RD5RC,,
7,,,,,,,,NI,,
8,B1_11/19_5,56 -- 60,MC,OV,8*6,308.0,1540.0,OV8X6MC,,
9,,,,,,,,,,
10,B1_11/19_6,60 -- 70,RC,RD,8,831.2,4156.0,RD8RC,,
11,,,,,,,,,,
12,B1_11/19_7,70 -- 80,MC,OT,11*9,843.7,4218.5,OT11X9MC,,
13,,,,,,,,,,
14,B1_11/19_8,80 -- 96,MC,PF-PS,80+,1135.5,5677.5,PF15622,,
15,,,,,,,,,,
16,,,,,TOTAL,7752.5,38762.5,,,
0,D1_14/19_1,0 -- 14,,RG,3~5,1033.8,5169.0,RG22511,,
1,,,,,,,,D1_45/18_8,,
2,D1_14/19_2,14 -- 30,,RD,8,1459.7,7298.5,C119047,,
3,,,,,,,,,,
4,D1_14/19_3,30 -- 40,NC,RD,8,780.8,3904.0,C004034,,
5,,,,,,,,,,
6,D1_14/19_4,40 -- 49,,RD,5,740.8,3704.0,C119026,,
7,,,,,,,,NI,,
8,D1_14/19_5,49 -- 60,,RD,7,999.5,4997.5,C119028,,
9,,,,,,,,,,
10,D1_14/19_6,60 -- 71,UN,PS,9*7,1001.2,5006.0,C119022,,
11,,,,,,,,,,
12,D1_14/19_7,71 -- 81,,CU,8,898.8,4494.0,C119003,,
13,,,,,,,,,,
14,D1_14/19_8,81 -- 95,,RG,3~5,1052.4,5262.0,RG22511,,
15,,,,,,,,D1_45/18_1,,
16,,,,,TOTAL,7967.0,39835.0,,,
0,B1_17/19_1,0 -- 15,,PF-OV,10*8,1166.2,5831.0,PF15593,5124555.0,
1,,,,,,,,,,
2,B1_17/19_2,15 -- 26,UN,OV,7*5,999.8,4999.0,C119012,,
3,,,,,,,,,,
4,B1_17/19_3,26 -- 37,UN,OV,6*4,1000.1,5000.5,C119011,,
5,,,,,,,,,,
6,B1_17/19_4,37 -- 48,UN,RD,3,999.7,4998.5,C119023,,
7,,,,,,,,NI,,
8,B1_17/19_5,48 -- 59,UN,RD,4,1000.2,5001.0,C119025,,
9,,,,,,,,,,
10,B1_17/19_6,59 -- 70,UN,OV,6*4,999.4,4997.0,C119011,,
11,,,,,,,,,,
12,B1_17/19_7,70 -- 81,UN,OV,7*5,999.9,4999.5,C119012,,
13,,,,,,,,,,
14,B1_17/19_8,81 -- 98,,PF-OV,12*10,1390.3,6951.5,PF15606,,
15,,,,,,,,,,
16,,,,,TOTAL,8555.599999999999,42778.0,,,
0,B1_25/19_1,0 -- 15,,PF-PS,80+,1135.5,5677.5,PF15622,,
1,,,,,,,,B1_11/19_8,,
2,B1_25/19_2,15 -- 26,UN,PS,7*5,1002.0,5010.0,C119020,,
3,,,,,,,,,,
4,B1_25/19_3,26 -- 37,UN,RD,5,999.9,4999.5,C119026,,
5,,,,,,,,,,
6,B1_25/19_4,37 -- 48,UN,RD,4,1003.0,5015.0,C119025,,
7,,,,,,,,NI,,
8,B1_25/19_5,48 -- 59,UN,RD,5,999.7,4998.5,C119026,,
9,,,,,,,,,,
10,B1_25/19_6,59 -- 70,UN,PS,7*5,999.4,4997.0,C119020,,
11,,,,,,,,,,
12,B1_25/19_7,70 -- 72,MC,PF-TR,7,59.7,298.5,CPFTR7MC,,
13,,,,,,,,,,
14,B1_25/19_8,72 -- 74,MOC,PF-SQ,7,140.6,703.0,CPFSQ7MOC,,
15,,,,,,,,,,
16,B1_25/19_9,74 -- 75,MC,PF-CU,8,52.3,261.5,CPFCU8MC,,
17,,,,,,,,,,
18,B1_25/19_10,75 -- 76,RC,PF-CU,8,87.6,438.0,CPFCU8RC,,
19,,,,,,,,,,
20,B1_25/19_11,76 -- 77,MOC,PF-RD,10,11.6,58.0,CPFRD10MOC,,
21,,,,,,,,,,
22,B1_25/19_12,77 -- 78,MOC,PF-RD,10,11.8,59.0,CPFRD11MOC,,
23,,,,,,,,,,
24,B1_25/19_13,78 -- 95,,PF-OT,80+,1385.4,6927.0,PF15613,,
25,,,,,,,,B1_11/19_1,,
26,,,,,TOTAL,7888.5,39442.5,,,
0,D1_29/19_1,0 -- 15,,PF-OV,14*10,1215.2,6076.0,PF15607,,
1,,,,,,,,D1_04/19_10,,
2,D1_29/19_2,15 -- 27,UN,OV,16*12,1035.3,5176.5,C119008,,
3,,,,,,,,,,
4,D1_29/19_3,27 -- 38,UN,RD,7,999.7,4998.5,C119028,,
5,,,,,,,,,,
6,D1_29/19_4,38 -- 49,UN,OV,6*4,1000.1,5000.5,C119036,,
7,,,,,,,,NI,,
8,D1_29/19_5,49 -- 60,UN,RD,5,1000.0,5000.0,C119044,,
9,,,,,,,,,,
10,D1_29/19_6,60 -- 71,UN,OV,8*6,1000.6,5003.0,C119013,,
11,,,,,,,,,,
12,D1_29/19_7,71 -- 82,UN,RD,7,1000.2,5001.0,C119028,,
13,,,,,,,,,,
14,D1_29/19_8,82 -- 96,,PF-OV,14*10,1229.0,6145.0,PF15607,,
15,,,,,,,,D1_04/19_1,,
16,,,,,TOTAL,8480.1,42400.5,,,
0,A1_31/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,A1_31/19_2,18 -- 24,RC,PF-OV,FREE,416.6,2083.0,CPFOVFREERC,,
3,,,,,,,,,,
4,A1_31/19_3,24 -- 32,RC,PF-OV,25*18,547.5,2737.5,CPFOV25X18RC,,
5,,,,,,,,,,
6,A1_31/19_4,32 -- 40,RC,PF-OV,20*15,599.9,2999.5,CPFOV20X15RC,,
7,,,,,,,,,,
8,A1_31/19_5,40 -- 45,RC,PF-MQ,18*9,368.7,1843.5,CPFMQ18X9RC,,
9,,,,,,,,NI,,
10,A1_31/19_6,45 -- 49,RC,PF-MQ,20*10,261.7,1308.5,CPFMQ20X10RC,,
11,,,,,,,,,,
12,A1_31/19_7,49 -- 55,RC,PF-BG,22*11,424.5,2122.5,CPFBG22X11RC,,
13,,,,,,,,,,
14,A1_31/19_8,55 -- 61,RC,PF-CU,20*15,460.1,2300.5,CPFCU20X15RC,,
15,,,,,,,,,,
16,A1_31/19_9,61 -- 71,RC,PF-OV,22*16,765.1,3825.5,CPFOV22X16RC,,
17,,,,,,,,,,
18,A1_31/19_10,71 -- 75,RC,PF-PS,22*18,309.9,1549.5,CPFPS25X18RC,,
19,,,,,,,,,,
20,A1_31/19_11,75 -- 80,RC,PF-OT,FREE,330.7,1653.5,CPFOTFREERC,,
21,,,,,,,,,,
22,,,,,,,,,,
23,,,,,TOTAL,4484.7,22423.5,,,
0,C1_31/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,C1_31/19_2,18 -- 26,,PF-PS,FREE,561.9,2809.5,PF15616,,
3,,,,,,,,,,
4,C1_31/19_3,26 -- 33,MC,PF-RD,FREE,520.8,2604.0,CPFRDFREEMC,,
5,,,,,,,,,,
6,C1_31/19_4,33 -- 40,MC,PF-PS,22*16,491.5,2457.5,CPFPS22X16MC,,
7,,,,,,,,,,
8,C1_31/19_5,40 -- 48,MC,PF-MQ,18*9,556.1,2780.5,CPFMQ18X9MC,,
9,,,,,,,,NI,,
10,C1_31/19_6,48 -- 61,MC,PF-OV,20*15,1044.7,5223.5,CPFOV20X15MC,,
11,,,,,,,,,,
12,C1_31/19_7,61 -- 69,MC,PF-OT,25*18,536.2,2681.0,CPFOT25X18MC,,
13,,,,,,,,,,
14,C1_31/19_8,68 -- 75,MC,PF-OT,FREE,451.9,2259.5,CPFOTFREEMC,,
15,,,,,,,,,,
16,C1_31/19_9,75 -- 80,MC,PF-SQ,FREE,439.1,2195.5,CPFSQFREEMC,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,4602.2,23011.0,,,
0,B1_32/19_1,0 -- 17,,PF-ov,12*10,1390.3,6951.5,PF15606,,
1,,,,,,,,B1_17/19_8,,
2,B1_32/19_2,17 -- 28,UN,OV,8*6,1000.1,5000.5,C119013,,
3,,,,,,,,,,
4,B1_32/19_3,28 -- 39,UN,PS,7*5,999.7,4998.5,C119020,,
5,,,,,,,,,,
6,B1_32/19_4,39 -- 50,UN,RD,4,1000.1,5000.5,C119025,,
7,,,,,,,,NI,,
8,B1_32/19_5,50 -- 61,UN,RD,5,1000.2,5001.0,C119026,,
9,,,,,,,,,,
10,B1_32/19_6,61 -- 72,UN,PS,7*5,1000.0,5000.0,C119020,,
11,,,,,,,,,,
12,B1_32/19_7,72 -- 83,UN,OV,8*6,1000.2,5001.0,C119013,,
13,,,,,,,,,,
14,B1_32/19_11,83 -- 97,,PF-OV,12*10,1166.2,5831.0,PF15593,,
15,,,,,,,,B1_17/19_1,,
16,,,,,TOTAL,8556.800000000001,42784.0,,,
0,B1_34/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,B1_34/19_2,18 -- 23,MC,OT-RE,14*12,378.1,1890.5,OT14X12MC,,
3,,,,,,,,,,
4,B1_34/19_3,23 -- 29,MC,SQ-RE,12,415.5,2077.5,SQ12MC,,
5,,,,,,,,,,
6,B1_34/19_4,29 -- 36,RC,RD-RE,5,553.9,2769.5,RD5RC,,
7,,,,,,,,NI,,
8,B1_34/19_5,36 -- 38,MX,RD-RE,5,147.8,739.0,CUT17694,,
9,,,,,,,,,,
10,B1_34/19_6,38 -- 41,RC,RD-RE,5,247.3,1236.5,RD5RC,,
11,,,,,,,,,,
12,B1_34/19_7,41 -- 44,MC,TR-RE,6,241.1,1205.5,TR6MC,,
13,,,,,,,,,,
14,B1_34/19_8,44 -- 47,MC,TR-RE,6,192.8,964.0,TR6MC,,
15,,,,,,,,,,
16,B1_34/19_9,47 -- 50,RC,RD-RE,7,192.2,961.0,RD7RC,,
17,,,,,,,,,,
18,B1_34/19_10,50 -- 54,RC,OV-RE,8*6,266.4,1332.0,CUT25381,,
19,,,,,,,,,,
20,B1_34/19_11,54 -- 56,S.C.,OV-RE,8*6,112.1,560.5,OV9X6SC,,
21,,,,,,,,,,
22,B1_34/19_12,56 -- 60,RC,PS-RE,10*7,320.0,1600.0,PS10X7RCIN,,
23,,,,,,,,,,
24,B1_34/19_13,60 -- 63,MC,OT-RE,10*8,146.7,733.5,CUT30580,,
25,,,,,,,,,,
26,B1_34/19_14,63 -- 65,MC,OT-RE,10*8,114.2,571.0,CUT30308,,
27,,,,,,,,,,
28,B1_34/19_15,65 -- 71,RC,PS-RE,14*10,470.0,2350.0,PS14X10RC,,
29,,,,,,,,,,
30,B1_34/19_16,71 -- 77,RC,PS-RE,15*10,674.1,3370.5,PS15X10RC,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,TOTAL,4472.2,13736.0,,,
0,D1_34/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,D1_34/19_2,18 -- 26,RC,CU-RE,9*7,689.6,3448.0,CU9X7RC,,
3,,,,,,,,,,
4,D1_34/19_3,26 -- 29,RC,RD-RE,7,223.4,1117.0,RD7RC,,
5,,,,,,,,,,
6,D1_34/19_4,29 -- 32,RC,PS-RE,6*4,208.1,1040.5,PS6X4RC,,
7,,,,,,,,NI,,
8,D1_34/19_5,32 -- 39,MC,RD-RE,1.75,552.3,2761.5,CUT12899,,
9,,,,,,,,,,
10,D1_34/19_6,39 -- 41,OR,RD-RE,3,112.0,560.0,CUT12903,,
11,,,,,,,,,,
12,D1_34/19_7,41 -- 42,RC,RD-RE,7,34.3,171.5,CUT17343,,
13,,,,,,,,,,
14,D1_34/19_8,42 -- 43,S.C.,RD-RE,10,10.0,50.0,RD10SC,,
15,,,,,,,,,,
16,D1_34/19_9,43 -- 45,RC,OV-RE,8*6,144.1,720.5,OV8X6RC,,
17,,,,,,,,,,
18,D1_34/19_10,45 -- 48,RC,OV-RE,8*6,204.6,1023.0,OV8X6RC,,
19,,,,,,,,,,
20,D1_34/19_11,48 -- 52,RC,RD-RE,7,236.9,1184.5,RD7RC,,
21,,,,,,,,,,
22,D1_34/19_12,52 -- 54,RC,OV-RE,8*6,135.5,677.5,OV8X6RC,,
23,,,,,,,,,,
24,D1_34/19_13,54 -- 55,RC,RD-RE,8,86.9,434.5,RD8RC,,
25,,,,,,,,,,
26,D1_34/19_14,55 -- 59,RC,RD-RE,7,236.5,1182.5,RD7RC,,
27,,,,,,,,,,
28,D1_34/19_15,59 -- 61,RC,OV-RE,10*8,141.7,708.5,CUT17336,,
29,,,,,,,,,,
30,D1_34/19_16,61 -- 63,S.C.,OT-RE,12*10,112.9,564.5,CUT30569,,
31,,,,,,,,,,
32,D1_34/19_17,63 -- 66,RC,OV-RE,12*10,222.3,1111.5,OV12X10RC,,
33,,,,,,,,,,
34,D1_34/19_18,66 -- 69,RC,RD-RE,13,217.0,1085.0,CUT30596,,
35,,,,,,,,,,
36,D1_34/19_19,69 -- 81,RC,CU-RE,8*6,1104.7,5523.5,CU8X6RC,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,AGSW,,,,TOTAL,4672.8,12076.5,,,
0,B1_37/19_1, -- ,,,,,0.0,,,
1,,,,,,,,,,
2,B1_37/19_2, -- ,,,,,0.0,,,
3,,,,,,,,,,
4,B1_37/19_3, -- ,,,,,0.0,,,
5,,,,,,,,,,
6,B1_37/19_4, -- ,,,,,0.0,,,
7,,,,,,,,NI,,
8,B1_37/19_5, -- ,,,,,0.0,,,
9,,,,,,,,,,
10,B1_37/19_6, -- ,,,,,0.0,,,
11,,,,,,,,,,
12,B1_37/19_7, -- ,,,,,0.0,,,
13,,,,,,,,,,
14,B1_37/19_8, -- ,,,,,0.0,,,
15,,,,,,,,,,
16,B1_37/19_9, -- ,,,,,0.0,,,
17,,,,,,,,,,
18,B1_37/19_10, -- ,,,,,0.0,,,
19,,,,,,,,,,
20,B1_37/19_11, -- ,,,,,0.0,,,
21,,,,,,,,,,
22,,,,,TOTAL,0.0,0.0,,,
0,B1_42/45/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,B1_42/45/19_2,18 -- 29,UN,OV,8*6,1000.0,5000.0,C119013,,
3,,,,,,,,,,
4,B1_42/45/19_3,29 -- 40,UN,TR,5,999.5,4997.5,C119031,,
5,,,,,,,,,,
6,B1_42/45/19_4,40 -- 51,UN,OV,5*3,999.8,4999.0,C119010,,
7,,,,,,,,NI,,
8,B1_42/45/19_5,51 -- 67,UN,RD,5,1444.5,7222.5,C119044,,
9,,,,,,,,,,
10,B1_42/45/19_6,67 -- 78,UN,OV,7*5,999.6,4998.0,C119012,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,TOTAL,5443.400000000001,27217.0,,,
0,D1_42/45/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,D1_42/45/19_2,18 -- 27,UN,,,735.4,3677.0,C0014063,,
3,,,,,,,,,,
4,D1_42/45/19_3,27 -- 37,UN,,,833.5,4167.5,C0014059,,
5,,,,,,,,,,
6,D1_42/45/19_4,37 -- 46,UN,,,767.6,3838.0,C0014054,,
7,,,,,,,,NI,,
8,D1_42/45/19_5,46 -- 54,UN,,,584.7,2923.5,C0014058,,
9,,,,,,,,,,
10,D1_42/45/19_6,54 -- 62,UN,,,615.8,3079.0,C0014060,,
11,,,,,,,,,,
12,D1_42/45/19_7,62 -- 71,UN,,,672.6,3363.0,C0014064,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,4209.6,21048.0,,,
0,C1_49/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,C1_49/19_2,18 -- 33,RC,RG-RE,3~5,1117.8,5589.0,RG6176IN,,D3-11/17-2
3,,,,,,,,,,
4,C1_49/19_3,33 -- 43,RC,RG-RE,2~3,800.3,4001.5,RG6209IN,,D3-16/17-1
5,,,,,,,,,,
6,C1_49/19_4,43 -- 52,RC,RG-RE,2~3,656.6,3283.0,RG6209IN,,D3-16/17-1
7,,,,,,,,NI,,
8,C1_49/19_5,52 -- 62,RC,RG-RE,2~3,741.8,3709.0,RG6209IN,,C3-16/17-8
9,,,,,,,,,,
10,C1_49/19_6,62 -- 72,RC,RG-RE,2~3,747.4,3737.0,RG6209IN,,C3-16/17-8
11,,,,,,,,,,
12,C1_49/19_7,72 -- 86,RC,RG-RE,3~5,1134.8,5674.0,RG6176IN,,D3-11/17-4
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,5198.7,25993.5,,,
0,A1_51/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,A1_51/19_2,18 -- 28,RC,RG-RE,4~5,735.1,3675.5,RG22131,,
3,,,,,,,,,,
4,A1_51/19_3,28 -- 33,RC,CU-RE,8*6,289.7,1448.5,CU8X6RC,,
5,,,,,,,,,,
6,A1_51/19_4,33 -- 47,RC,PS-RE,4*3,1281.4,6407.0,CUT25400,,
7,,,,,,,,NI,,
8,A1_51/19_5,47 -- 51,OR,RD-RE,1.75,247.2,1236.0,CUT12902,,
9,,,,,,,,,,
10,A1_51/19_6,51 -- 54,MC,RD-RE,2.5,150.6,753.0,CUT12898,,
11,,,,,,,,,,
12,A1_51/19_7,54 -- 58,RC,MQ-RE,5*2.5,296.4,1482.0,MQ5X2.5MC,,
13,,,,,,,,,,
14,A1_51/19_8,58 -- 64,RC,CU-RE,8*6,410.1,2050.5,CU8X6RC,,
15,,,,,,,,,,
16,A1_51/19_9,64 -- 71,RC,CU-RE,18*13,483.4,2417.0,CU18X13RC,,
17,,,,,,,,,,
18,A1_51/19_10,71 -- 80,RC,RG-RE,3~4,570.6,2853.0,RG22124,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,TOTAL,4464.5,22322.5,,,
0,C1_52/19_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,C1_52/19_2,18 -- 33,RC,RG-REN,3~4,1160.7,5803.5,RG22322IN,,
3,,,,,,,,,,
4,C1_52/19_3,33 -- 45,RC,RG-REN,4~5,923.4,4617.0,RG22305IN,,
5,,,,,,,,,,
6,C1_52/19_4,45 -- 57,RC,RG-RE,2~3,878.7,4393.5,RG5292IN,,
7,,,,,,,,NI,,
8,C1_52/19_5,57 -- 69,RC,RG-RE,2~3,894.5,4472.5,RG5217IN,,
9,,,,,,,,,,
10,C1_52/19_6,69 -- 80,RC,RG-RE,2~3,860.6,4303.0,RG5214IN,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,TOTAL,4717.900000000001,23589.5,,,
0,B1_01/20_1,0 -- 13,,PF-OT,8*6,1076.1,5380.5,PF15591,,
1,,,,,,,,B4_22/19_16,,
2,B1_01/20_2,13 -- 27,MC,RD,10,1245.9,6229.5,CUT30941,,
3,,,,,,,,,,
4,B1_01/20_3,27 -- 37,,RD,9,834.7,4173.5,CUT30654,,
5,,,,,,,,,,
6,B1_01/20_4,37 -- 52,RC,RD,6,1373.7,6868.5,RD6RC,,
7,,,,,,,,NI,,
8,B1_01/20_5,52 -- 59,RC,RD,7,600.5,3002.5,RD7RC,,60467.0
9,,,,,,,,,,
10,B1_01/20_6,59 -- 68,MC,RD,9,737.9,3689.5,CUT30940,,
11,,,,,,,,,,
12,B1_01/20_7,68 -- 81,,RD,10,1166.7,5833.5,CUT30655,,
13,,,,,,,,,,
14,B1_01/20_8,81 -- 94,,PF-RD,12,1047.3,5236.5,PF15600,,
15,,,,,,,,B4_22/19_1,,
16,,,,,TOTAL,8082.799999999999,40414.0,,,
0,D1_01/20_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,D1_01/20_2,18 -- 23,RC,RD,20,346.0,1730.0,RD20RC,,
3,,,,,,,,,,
4,D1_01/20_3,23 -- 29,RC,RD,18,413.1,2065.5,RD18RC,,
5,,,,,,,,,,
6,D1_01/20_4,29 -- 42,RC,PS,14*9,1213.0,6065.0,PS14X9RC,,
7,,,,,,,,NI,,
8,D1_01/20_5,42 -- 49,MC,RD,12,586.4,2932.0,C UT30943,,
9,,,,,,,,,,
10,D1_01/20_6,49 -- 59,RC,RD,14,875.3,4376.5,RD14RC,,59585.0
11,,,,,,,,,,
12,D1_01/20_7,59 -- 69,RC,RD,16,872.0,4360.0,RD16RC,,
13,,,,,,,,,,
14,D1_01/20_8,69 -- 76,RC,RD,17,561.5,2807.5,RD17RC,,
15,,,,,,,,,,
16,D1_01/20_9,76 -- 81,RC,RD,19,380.2,1901.0,RD19RC,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,5247.5,26237.5,,,
0,A1_03/20_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,,,
2,A1_03/20_2,18 -- 33,RC,RG-RE,2~3,1176.7,5883.5,RG5306IN,,
3,,,,,,,,,,
4,A1_03/20_3,33 -- 46,RC,RG-RE,2~3,990.1,4950.5,RG5316IN,,
5,,,,,,,,,,
6,A1_03/20_4,46 -- 49,RC,OV-RE,8*6,119.6,598.0,OV8X6RCIN,,
7,,,,,,,,NI,,
8,A1_03/20_5,49 -- 57,RC,RG-RE,2~3,619.0,3095.0,RG5306IN,,
9,,,,,,,,,,
10,A1_03/20_6,57 -- 68,RC,RG-RE,2~3,862.8,4314.0,RG5318IN,,
11,,,,,,,,,,
12,A1_03/20_7,68 -- 83,RC,RG-RE,2~3,1211.9,6059.5,RG5317,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,4980.1,24900.5,,,
0,B1_05/20_1,0 -- 18,,,,,0.0,,,
1,,,,,,,,NI,,
2,B1_05/20_2,18 -- 28,MC,OT,16*12,855.6,4278.0,CUT30641,,
3,,,,,,,,NI,,
4,B1_05/20_3,28 -- 43,RC,RD,6,1328.2,6641.0,RD6RC,,
5,,,,,,,,NI,,
6,B1_05/20_4,43 -- 50,S.C.,OV,8*6,595.6,2978.0,CUT30949,,
7,,,,,,,,NI,,
8,B1_05/20_5,50 -- 59,S.C.,OT,10*8,756.8,3784.0,CUT32088,,
9,,,,,,,,NI,,
10,B1_05/20_6,59 -- 67,S.C.,OT,10*8,670.4,3352.0,CUT32088,,
11,,,,,,,,NI,,
